frame,left_elbow,right_elbow,left_knee,right_knee,bar_x,bar_y,time_sec,bar_velocity
186,33.738785,39.69886,179.53859,164.66455,979,423,7.5201320754716985,1.0
187,36.11646,34.812447,179.71332,166.65468,984,418,7.560562893081761,5.0
188,35.238552,37.322456,178.76805,167.21082,981,417,7.600993710691824,1.0
189,36.907024,31.78111,177.93958,167.05742,983,407,7.641424528301887,10.0
190,33.08268,28.571299,179.84549,169.36028,983,396,7.68185534591195,11.0
191,32.850075,34.924263,179.54802,170.64905,980,386,7.722286163522013,10.0
192,33.503002,34.727478,178.31738,172.37776,980,380,7.762716981132076,6.0
193,30.26921,38.221596,178.19821,174.43443,976,376,7.803147798742138,4.0
194,33.082264,42.912323,178.55597,175.14215,974,373,7.843578616352201,3.0
195,34.68436,44.085873,178.57207,175.77135,974,372,7.884009433962264,1.0
196,37.07272,44.560894,179.07654,175.24637,974,371,7.924440251572327,1.0
197,37.357315,43.752956,179.69289,174.99002,974,374,7.96487106918239,-3.0
198,37.58564,43.470802,179.33177,175.02858,974,375,8.005301886792454,-1.0
199,35.653774,44.30434,179.2659,175.66928,973,374,8.045732704402516,1.0
200,34.096416,41.499233,179.56477,175.18622,974,373,8.08616352201258,1.0
201,33.517845,38.066383,179.82416,174.53319,975,372,8.126594339622642,1.0
202,34.17383,36.4021,179.90512,174.79247,977,373,8.167025157232704,-1.0
203,34.60001,34.601425,179.8813,174.5733,978,372,8.207455974842768,1.0
204,35.055744,31.323212,178.19322,175.14584,976,374,8.24788679245283,-2.0
205,36.67023,27.804619,177.85185,175.40466,979,375,8.288317610062894,-1.0
206,37.254944,28.865604,177.88353,175.72551,980,373,8.328748427672956,2.0
207,37.130463,28.662127,177.97203,175.54388,980,375,8.36917924528302,-2.0
208,36.50439,27.743864,178.067,175.51952,981,376,8.409610062893082,-1.0
209,35.814236,28.016968,177.74362,175.48676,981,374,8.450040880503146,2.0
210,35.53535,27.720535,177.73332,175.348,980,374,8.490471698113208,-0.0
211,36.12236,27.702276,177.53485,175.41495,981,374,8.530902515723271,-0.0
212,39.532253,30.1328,176.99039,174.95572,981,375,8.571333333333333,-1.0
213,39.907757,30.915558,176.48932,174.71349,981,377,8.611764150943397,-2.0
214,39.904896,30.81398,176.41165,174.91423,981,377,8.65219496855346,-0.0
215,40.940754,31.15679,175.8092,174.37495,981,377,8.692625786163523,-0.0
216,42.526524,30.635971,174.75066,173.17448,981,378,8.733056603773585,-1.0
217,41.85757,34.897858,176.18463,172.26582,982,379,8.773487421383647,-1.0
218,41.35032,32.191883,176.43036,172.39355,986,387,8.813918238993711,-8.0
219,36.86563,28.332186,177.3598,169.76137,986,398,8.854349056603773,-11.0
220,36.299854,30.159252,176.58952,170.08109,987,404,8.894779874213837,-6.0
221,37.702026,43.31861,177.90312,168.52216,982,421,8.9352106918239,-17.0
222,36.424797,42.348408,177.25719,168.40517,981,434,8.975641509433963,-13.0
223,34.973263,38.330227,174.85204,167.66779,980,440,9.016072327044025,-6.0
224,33.774715,40.36939,175.81927,167.87376,979,450,9.056503144654089,-10.0
225,31.798159,38.318153,177.09834,165.45338,979,456,9.096933962264151,-6.0
226,33.80161,34.48599,177.49406,163.95334,984,450,9.137364779874215,6.0
227,35.35072,33.523823,179.0246,162.6675,985,454,9.177795597484277,-4.0
228,34.406624,38.62895,177.97105,163.4509,981,450,9.21822641509434,4.0
229,27.965305,35.22921,177.38954,162.39061,978,451,9.258657232704403,-1.0
230,31.49084,37.404564,176.22227,160.58936,977,439,9.299088050314467,12.0
231,30.414265,39.05003,176.4983,163.01804,976,423,9.339518867924529,16.0
232,29.63427,41.52046,176.88635,166.23637,975,399,9.37994968553459,24.0
233,32.634808,44.03901,178.76157,171.9779,974,384,9.420380503144655,15.0
234,29.548292,48.07968,178.86926,178.04675,968,364,9.460811320754717,20.0
235,35.331264,45.891003,174.12286,179.04529,968,348,9.50124213836478,16.0
236,43.490086,45.29196,172.39236,178.0107,966,331,9.541672955974843,17.0
237,60.925095,62.83671,173.9591,174.22462,963,312,9.582103773584906,19.0
238,95.251045,87.7294,179.6336,167.46986,965,287,9.622534591194968,25.0
239,112.16005,110.160645,170.62346,173.92833,964,277,9.662965408805032,10.0
240,120.257126,128.80403,177.20634,163.5244,959,273,9.703396226415094,4.0
241,137.82549,142.97011,173.94113,166.78372,967,270,9.743827044025158,3.0
242,143.1252,152.00032,169.92589,170.82751,964,274,9.78425786163522,-4.0
243,153.14798,156.67685,165.71071,179.09279,963,285,9.824688679245284,-11.0
244,151.66727,155.06628,167.29822,177.56128,961,291,9.865119496855346,-6.0
245,150.39844,154.35248,166.71309,177.0234,961,298,9.90555031446541,-7.0
246,152.56033,158.61824,168.38602,174.63907,960,298,9.945981132075472,-0.0
247,150.46236,156.72163,164.52812,174.31148,957,298,9.986411949685534,-0.0
248,150.0469,156.58098,163.33394,174.70782,956,299,10.026842767295598,-1.0
249,149.52534,156.4991,168.06937,175.05676,955,297,10.06727358490566,2.0
250,149.10886,156.81537,168.547,174.88077,955,295,10.107704402515724,2.0
251,149.49265,157.38509,168.89723,173.83609,956,291,10.148135220125786,4.0
252,147.56436,158.76851,170.27145,174.23442,957,287,10.18856603773585,4.0
253,147.55453,156.73032,165.56567,177.10045,957,277,10.228996855345912,10.0
254,147.21172,161.29976,164.52338,178.52461,958,268,10.269427672955976,9.0
255,147.26526,164.78697,163.56216,179.33382,961,261,10.309858490566038,7.0
256,147.81969,166.23082,164.22923,178.82812,962,252,10.350289308176102,9.0
257,150.96928,165.49986,160.7523,179.95152,966,245,10.390720125786164,7.0
258,148.67448,166.40182,157.17897,179.55019,963,241,10.431150943396228,4.0
259,150.4928,169.31625,167.66997,174.0754,964,231,10.47158176100629,10.0
260,151.02968,167.60571,179.21838,168.64525,960,220,10.512012578616353,11.0
261,149.94612,164.39928,177.92697,172.89069,966,217,10.552443396226415,3.0
262,149.06154,161.97163,179.06917,173.069,969,218,10.59287421383648,-1.0
263,148.85861,162.58376,178.54115,170.58528,967,220,10.633305031446541,-2.0
264,149.15518,164.14671,177.59692,168.98901,967,221,10.673735849056603,-1.0
265,148.64691,165.16405,171.56651,165.17313,965,221,10.714166666666667,-0.0
266,148.36649,165.35284,163.74199,160.45583,966,220,10.75459748427673,1.0
267,148.4687,166.00468,163.12862,159.41731,965,220,10.795028301886793,-0.0
268,144.93695,166.27718,176.66127,167.20027,970,227,10.835459119496855,-7.0
269,144.27945,165.79774,176.00957,172.06383,968,225,10.875889937106919,2.0
270,146.55453,163.07732,174.10966,172.25528,969,223,10.916320754716981,2.0
271,151.00021,162.105,179.94064,170.19583,971,218,10.956751572327045,5.0
272,152.18901,161.59969,179.51622,171.67131,974,224,10.997182389937107,-6.0
273,150.49684,166.77618,174.66428,172.88872,974,224,11.037613207547171,-0.0
274,153.67055,161.96217,172.07808,175.7096,978,224,11.078044025157233,-0.0
275,151.79442,163.49019,171.3114,175.322,977,225,11.118474842767297,-1.0
276,151.4948,162.36722,171.18565,175.07959,976,223,11.158905660377359,2.0
277,152.24516,164.18626,172.12878,175.88156,977,222,11.199336477987423,1.0
278,151.45815,165.38411,173.16338,173.00781,976,224,11.239767295597485,-2.0
279,152.87265,168.36116,173.38339,168.54596,975,230,11.280198113207547,-6.0
280,151.88971,165.84961,175.35767,164.08656,973,232,11.32062893081761,-2.0
281,151.16685,163.715,174.76155,165.88081,973,232,11.361059748427673,-0.0
282,151.59505,166.36491,171.59302,172.80177,967,228,11.401490566037737,4.0
283,153.46979,167.39162,177.26749,171.12563,965,226,11.441921383647799,2.0
284,146.23215,165.39047,177.46101,171.27039,959,234,11.482352201257862,-8.0
285,144.9452,164.07114,175.7941,170.51752,953,236,11.522783018867925,-2.0
286,145.89618,168.76393,176.48842,167.92554,950,230,11.563213836477988,6.0
287,149.0173,168.84732,175.4523,166.90599,947,231,11.60364465408805,-1.0
288,147.01544,171.02122,174.89465,167.672,943,231,11.644075471698114,-0.0
289,146.85718,168.30386,172.1444,170.74565,941,231,11.684506289308176,-0.0
290,145.03769,168.6992,168.83777,173.60127,939,230,11.72493710691824,1.0
291,156.71986,167.42755,175.64513,168.14801,948,222,11.765367924528302,8.0
292,158.34216,170.45097,178.31297,165.8221,945,221,11.805798742138366,1.0
293,150.803,170.41273,179.55281,166.9487,946,220,11.846229559748428,1.0
294,148.52095,171.48325,177.57948,165.00027,944,215,11.88666037735849,5.0
295,150.72923,167.12682,177.284,167.01155,946,215,11.927091194968554,-0.0
296,150.11284,166.80807,178.29945,166.8681,945,213,11.967522012578616,2.0
297,149.32971,167.26295,179.81868,167.61131,946,212,12.00795283018868,1.0
298,149.73686,168.14723,177.50282,169.31274,945,212,12.048383647798742,-0.0
299,148.03635,166.66046,176.6921,169.57823,944,214,12.088814465408806,-2.0
300,146.99016,165.6679,179.85461,165.76888,944,215,12.129245283018868,-1.0
301,148.97926,166.8101,177.3873,159.5573,944,215,12.169676100628932,-0.0
302,149.91429,166.21896,177.73271,156.68599,945,215,12.210106918238994,-0.0
303,148.35687,166.4171,179.41348,162.41232,942,215,12.250537735849058,-0.0
304,153.03859,166.18361,177.48627,167.06783,941,217,12.29096855345912,-2.0
305,154.6388,168.96515,179.92337,165.491,940,219,12.331399371069184,-2.0
306,158.08588,172.84831,178.25594,163.94234,940,219,12.371830188679246,-0.0
307,152.37447,173.83391,177.19019,167.31508,932,222,12.41226100628931,-3.0
308,151.6591,175.23111,177.8496,168.10211,929,224,12.452691823899372,-2.0
309,150.09943,175.18285,178.20528,166.85086,925,223,12.493122641509434,1.0
310,149.74747,177.55927,178.86667,166.41258,924,224,12.533553459119497,-1.0
311,146.32796,175.84009,178.09186,166.94278,920,223,12.57398427672956,1.0
312,147.10693,176.64601,179.94064,166.28825,917,221,12.614415094339623,2.0
313,144.00298,172.77975,178.18219,166.90189,917,223,12.654845911949685,-2.0
314,145.22853,173.79105,177.7484,166.36731,916,222,12.69527672955975,1.0
315,145.08968,172.3827,177.13295,166.11122,915,224,12.735707547169811,-2.0
316,145.27121,173.78085,177.83047,166.37218,916,223,12.776138364779875,1.0
317,143.98889,171.72534,177.88844,166.78896,916,222,12.816569182389937,1.0
318,144.58969,170.36978,177.83101,167.29083,916,221,12.857000000000001,1.0
319,144.88466,168.67355,177.32408,167.24599,917,219,12.897430817610063,2.0
320,144.26775,166.48785,175.51668,168.43271,917,218,12.937861635220127,1.0
321,145.33818,167.71059,175.7657,167.53336,918,220,12.978292452830189,-2.0
322,145.29343,168.8514,176.54152,167.09383,918,219,13.018723270440253,1.0
323,146.67311,170.01866,179.79346,164.54901,919,220,13.059154088050315,-1.0
324,146.06871,175.50084,177.45377,166.8775,919,222,13.099584905660377,-2.0
325,146.5852,176.2124,177.97348,167.28062,922,224,13.14001572327044,-2.0
326,146.98166,175.31453,178.19418,168.4033,925,224,13.180446540880503,-0.0
327,148.74054,176.04387,177.1763,168.68958,928,226,13.220877358490567,-2.0
328,151.45763,174.09358,175.63725,170.75554,933,224,13.261308176100629,2.0
329,149.7387,172.30586,175.56076,171.74954,935,225,13.301738993710693,-1.0
330,147.28342,170.03148,174.71864,172.20311,937,227,13.342169811320755,-2.0
331,153.03496,168.80714,179.4016,167.7683,944,219,13.382600628930819,8.0
332,150.9935,167.4332,179.45932,167.50291,946,221,13.42303144654088,-2.0
333,148.45773,166.70714,179.43524,168.53996,947,226,13.463462264150944,-5.0
334,146.9287,163.45445,178.82213,169.44765,950,224,13.503893081761007,2.0
335,144.40105,167.55682,174.30931,172.997,948,232,13.54432389937107,-8.0
336,152.291,166.43686,175.26318,169.42514,954,231,13.584754716981132,1.0
337,144.12865,162.14105,176.88943,170.05869,953,236,13.625185534591196,-5.0
338,144.45769,161.71382,177.08765,170.73935,957,235,13.665616352201258,1.0
339,144.78494,160.44714,178.19289,171.28691,959,234,13.706047169811322,1.0
340,148.23946,159.27357,179.00082,170.89957,963,234,13.746477987421384,-0.0
341,149.83835,161.15936,179.25217,171.1963,964,235,13.786908805031446,-1.0
342,149.45682,163.26428,178.56494,170.72194,964,235,13.82733962264151,-0.0
343,149.60541,163.61917,177.6719,170.40489,964,237,13.867770440251572,-2.0
344,151.10783,164.31436,176.24844,167.6832,967,236,13.908201257861636,1.0
345,148.03085,163.73601,177.29164,170.61494,965,243,13.948632075471698,-7.0
346,145.92699,166.1684,177.85178,169.32677,964,248,13.989062893081762,-5.0
347,147.5387,166.79903,177.80875,170.36967,967,252,14.029493710691824,-4.0
348,149.99416,163.35791,176.75229,165.16084,978,255,14.069924528301888,-3.0
349,147.80885,159.1222,179.20598,159.3465,978,271,14.11035534591195,-16.0
350,147.73111,154.53484,177.86768,161.20363,973,283,14.150786163522014,-12.0
351,142.50673,147.24388,177.04248,159.71103,975,309,14.191216981132076,-26.0
352,119.352806,130.30829,176.71419,161.75983,987,333,14.23164779874214,-24.0
353,95.0962,106.64068,177.91193,169.88475,984,365,14.272078616352202,-32.0
354,78.10107,87.4755,175.71855,173.98251,989,398,14.312509433962266,-33.0
355,47.869305,67.25618,179.28317,173.92564,995,439,14.352940251572328,-41.0
356,5.737126,66.77089,179.6585,174.05316,995,478,14.39337106918239,-39.0
357,20.609081,168.94084,178.41452,170.93008,997,499,14.433801886792454,-21.0
358,109.782265,144.36346,178.38953,169.98683,998,567,14.474232704402516,-68.0
359,132.2286,145.90509,176.5169,169.12381,1008,604,14.51466352201258,-37.0
360,141.2197,152.19592,177.97173,168.14725,1017,632,14.555094339622642,-28.0
361,150.05077,151.52647,179.56703,172.3273,1027,662,14.595525157232705,-30.0
362,155.15384,150.28488,178.687,171.97337,1038,663,14.635955974842767,-1.0
363,153.11742,148.51854,179.54932,171.50943,1042,645,14.676386792452831,18.0
364,157.1512,145.31973,178.72511,173.32626,1041,623,14.716817610062893,22.0
365,151.90332,151.22958,178.91736,171.5399,1041,615,14.757248427672957,8.0
366,155.30878,161.71849,175.04985,175.21451,1041,631,14.79767924528302,-16.0
367,161.60765,163.40376,173.27481,176.9294,1037,659,14.838110062893083,-28.0
368,165.23692,168.54404,172.10727,177.46278,1031,681,14.878540880503145,-22.0
369,153.85039,164.80936,164.94868,177.32913,1022,645,14.918971698113209,36.0
370,1.1415817,23.992805,165.38452,179.83447,1025,517,14.959402515723271,128.0
