frame,left_elbow,right_elbow,left_knee,right_knee
734,147.13,156.63,177.21,172.45
735,152.21,155.1,177.77,172.5
736,152.25,150.05,176.96,173.51
737,153.97,153.1,177.45,172.17
738,153.97,153.17,175.81,172.73
739,154.62,151.94,175.98,171.46
740,158.33,147.92,176.34,174.43
741,159.66,148.06,175.73,174.59
742,160.73,147.68,175.86,175.18
743,157.08,148.74,174.8,173.07
744,158.28,149.0,176.7,172.9
745,159.03,149.8,175.31,171.24
746,156.89,152.13,176.26,171.08
747,158.46,155.34,179.26,167.33
748,157.43,159.92,179.8,167.42
749,151.56,161.6,179.04,166.94
750,148.75,159.87,178.8,167.92
751,147.75,159.45,178.3,167.87
752,147.39,158.51,178.49,168.05
753,147.97,158.49,178.67,168.61
754,150.03,157.83,179.6,168.55
755,149.31,159.59,178.78,173.42
756,154.34,158.41,178.45,169.85
757,156.89,158.64,177.3,169.2
758,158.62,154.98,176.21,170.55
759,159.13,153.2,175.74,171.3
760,158.76,153.16,176.23,170.92
761,159.57,152.61,175.84,171.29
762,160.46,152.13,175.93,171.6
763,156.93,150.3,174.43,173.39
764,156.32,149.4,174.16,173.72
765,158.93,146.26,178.52,173.8
766,159.26,147.94,177.36,172.33
767,159.26,148.86,177.07,172.39
768,158.61,149.09,176.96,172.87
769,160.24,150.21,177.06,172.43
770,162.44,151.42,177.59,168.99
771,160.44,152.02,177.91,168.52
772,159.25,152.61,177.88,168.62
773,158.26,150.89,178.45,169.33
774,158.14,149.3,178.54,170.34
775,159.01,150.45,179.31,169.75
776,157.93,152.35,178.52,169.23
777,157.95,152.77,178.03,169.29
778,156.37,151.4,177.98,169.52
779,158.19,151.38,177.71,169.72
780,156.93,151.49,178.01,170.74
781,156.52,150.09,177.86,170.94
782,157.16,147.07,177.26,173.56
783,157.95,146.21,176.92,174.01
784,158.8,145.44,177.4,173.76
785,160.49,145.56,176.47,174.57
786,159.2,148.78,176.59,171.67
787,158.4,150.7,176.82,171.78
788,158.81,148.74,177.22,172.29
789,155.28,150.49,177.77,172.44
790,153.72,151.56,177.56,172.32
791,153.28,152.25,177.21,172.6
792,152.39,151.43,177.7,172.78
793,152.79,151.01,177.99,173.14
794,152.48,151.77,177.01,173.31
795,152.38,151.42,176.66,173.84
796,153.24,149.36,176.87,174.12
797,153.15,148.56,176.87,174.34
798,156.31,150.18,177.23,171.91
799,157.14,150.04,176.34,172.37
800,156.33,147.8,176.03,172.88
801,153.75,148.52,176.67,173.22
802,155.8,148.01,177.69,172.76
803,159.87,145.04,177.9,172.37
804,157.24,146.3,177.32,172.07
805,156.39,144.42,176.58,172.59
806,156.37,144.24,176.45,172.7
807,150.31,141.14,177.21,171.74
808,145.43,139.67,176.77,171.66
809,140.2,133.04,176.18,171.3
810,134.63,129.07,175.78,172.09
811,134.5,129.03,175.88,171.96
812,122.56,123.26,175.52,173.76
813,120.42,125.38,175.86,173.87
814,120.1,127.81,176.03,173.59
815,120.36,137.6,175.46,172.06
816,125.77,142.71,175.35,172.55
817,136.28,146.31,175.65,173.26
818,136.29,146.38,175.71,173.22
819,151.45,151.33,177.22,172.93
820,155.31,151.33,177.63,173.44
821,158.88,152.33,177.61,173.64
822,158.34,149.49,177.55,173.35
823,155.35,150.66,177.18,172.11
824,152.3,152.55,176.8,171.15
825,149.81,151.1,176.5,171.51
826,147.47,148.98,176.03,172.32
827,144.24,147.19,175.41,172.6
828,141.42,144.9,175.15,173.2
829,137.84,141.95,175.27,174.19
830,133.02,137.09,174.08,173.61
831,132.04,132.64,174.35,173.53
832,127.79,128.37,174.48,174.33
833,129.56,124.28,175.2,175.28
834,125.51,123.32,173.85,176.0
835,128.59,125.49,172.89,176.66
836,133.6,132.51,172.54,176.17
837,143.15,142.9,172.89,174.75
838,150.06,150.7,173.51,174.03
839,155.72,158.86,174.65,174.54
840,156.89,162.46,175.05,173.85
841,156.35,165.71,176.44,172.64
842,153.64,165.83,175.68,172.42
843,152.21,162.5,175.67,172.52
844,148.89,161.41,175.15,172.36
845,144.9,158.31,176.98,170.14
846,146.07,158.5,177.04,170.35
847,146.58,158.78,177.87,170.14
848,146.79,158.14,177.61,169.92
849,147.68,155.67,177.69,171.24
850,147.89,155.65,177.83,171.03
851,147.33,156.18,178.67,170.27
852,150.36,157.28,178.59,170.25
853,153.13,158.79,178.08,170.94
854,157.51,162.52,177.46,171.08
855,160.39,162.94,177.39,171.44
856,161.89,163.63,177.21,171.14
857,160.05,160.38,177.42,171.36
858,158.79,156.45,176.2,172.36
859,153.46,154.42,176.29,172.05
860,145.99,154.85,178.0,170.28
861,143.94,156.66,177.26,171.01
862,143.96,159.67,175.44,172.02
863,143.17,160.5,177.55,172.55
864,143.65,162.48,177.71,171.86
865,146.36,164.77,178.07,171.93
866,149.09,166.41,178.12,171.32
867,151.3,166.81,177.74,171.45
868,152.02,166.43,177.91,171.3
869,153.72,165.13,177.4,172.22
870,156.14,164.37,177.17,172.06
871,158.31,163.28,177.21,172.28
872,160.63,161.44,177.8,172.12
873,162.63,159.37,177.59,172.4
874,163.39,156.73,177.32,173.13
875,163.62,156.4,177.6,173.2
876,162.4,157.65,177.75,173.23
877,160.21,158.95,176.89,173.87
878,156.94,160.86,176.76,173.65
879,153.07,161.95,176.45,173.37
880,148.07,164.37,176.96,172.97
881,146.69,164.67,177.14,173.1
882,145.32,164.62,176.8,173.58
883,147.75,164.25,176.89,173.84
884,150.79,162.75,177.23,172.99
885,155.13,159.88,177.23,172.81
886,159.65,156.62,177.16,171.9
887,160.92,154.6,177.36,172.26
888,160.84,154.74,177.34,172.38
889,159.36,154.44,177.03,171.93
890,159.14,155.98,177.08,171.49
891,159.08,157.48,176.36,171.68
892,158.67,157.77,176.78,171.49
893,158.45,158.79,177.83,171.35
894,157.87,159.68,177.76,171.71
895,156.49,162.85,177.5,171.69
896,156.18,160.85,178.1,173.45
897,152.85,162.58,177.74,172.75
898,152.48,161.53,177.85,173.21
899,152.65,162.54,178.04,172.11
900,154.5,160.96,177.66,172.1
901,155.58,160.3,177.16,172.8
902,156.71,157.76,176.81,172.76
903,157.8,155.9,177.07,172.59
904,157.75,155.46,176.72,172.91
905,159.71,155.24,176.48,173.43
906,160.55,155.67,176.35,173.78
907,162.16,153.35,176.62,173.6
908,162.08,151.72,176.7,174.15
909,160.37,151.58,176.22,174.05
910,158.04,155.09,176.18,173.56
911,156.43,157.02,176.28,173.76
912,155.35,157.87,176.0,174.43
913,154.62,158.84,176.01,175.03
914,154.06,159.2,176.33,175.33
915,152.65,159.36,176.48,175.27
916,151.35,157.49,176.53,175.5
917,149.2,155.89,175.71,174.78
918,147.76,153.6,175.54,174.36
919,148.3,150.99,175.95,173.23
920,150.7,150.29,175.8,172.42
921,157.38,152.0,176.04,172.14
922,160.05,153.63,176.19,172.55
923,159.91,154.76,176.64,172.39
924,159.44,157.09,176.7,172.11
925,157.82,156.22,177.54,172.12
926,156.14,153.7,178.42,172.69
927,153.08,152.89,178.2,172.76
928,150.29,152.53,178.08,173.13
929,148.63,154.44,177.63,173.12
930,149.89,158.59,177.04,172.43
931,152.1,159.8,177.11,172.49
932,155.27,160.29,177.35,172.55
933,158.49,159.44,177.57,172.83
934,160.67,159.47,177.88,172.72
935,160.59,159.62,177.43,172.41
936,159.51,159.56,176.69,172.47
937,159.38,158.28,177.26,172.62
938,158.81,159.0,177.74,172.41
939,158.34,156.56,177.51,172.62
940,157.7,155.48,177.73,172.82
941,155.49,154.14,177.61,172.95
942,152.61,156.67,177.03,173.1
943,150.03,158.13,176.69,173.04
944,149.75,159.83,176.58,173.08
945,149.66,160.59,176.23,173.91
946,149.77,161.35,176.28,174.19
947,151.85,161.13,176.22,174.12
948,153.61,160.81,176.07,173.99
949,153.91,159.13,176.0,173.88
950,152.96,155.9,176.5,172.98
951,151.6,152.08,175.88,173.55
952,149.09,149.41,175.29,173.59
953,147.31,149.64,175.38,173.18
954,147.41,152.8,175.77,173.15
955,149.06,156.9,175.85,173.67
956,153.04,160.24,176.14,174.07
957,156.09,163.23,176.34,173.95
958,158.52,166.44,176.58,173.9
959,159.42,167.16,176.82,174.08
960,158.9,165.89,176.5,174.6
961,155.28,163.71,176.69,173.52
962,154.18,160.96,176.74,173.24
963,152.31,157.12,176.38,173.15
964,150.83,153.75,175.86,173.21
965,149.67,150.7,175.73,173.54
966,151.03,149.7,175.86,173.49
967,153.16,151.76,175.97,172.83
968,156.0,156.52,176.27,172.06
969,159.45,165.9,176.61,171.79
970,159.78,168.04,176.62,171.81
971,158.89,167.75,176.75,172.24
972,155.48,166.65,176.84,172.62
973,150.93,162.91,176.98,173.35
974,148.13,157.97,177.17,174.01
975,145.51,153.71,177.22,173.56
976,144.81,150.52,177.3,172.73
977,148.16,151.03,177.82,172.9
978,152.96,155.29,177.85,173.65
979,156.96,160.63,177.89,173.97
980,157.78,166.88,177.92,172.55
981,157.69,168.87,177.86,172.2
982,156.81,168.46,177.28,172.54
983,156.08,166.39,175.63,173.26
984,152.32,162.92,175.2,172.85
985,149.2,160.79,175.5,172.17
986,146.29,156.66,175.27,172.24
987,145.55,155.41,175.26,172.13
988,147.27,155.18,175.13,172.13
989,148.94,155.35,175.21,172.3
990,150.12,158.48,174.48,171.48
991,154.0,160.09,174.09,172.48
992,153.44,161.15,176.61,172.44
993,155.14,162.99,174.47,172.25
994,153.03,162.98,177.34,172.27
995,153.52,164.17,176.3,172.56
996,151.63,161.31,178.28,172.58
997,151.94,158.81,177.85,172.47
998,156.23,157.74,178.31,171.8
999,157.83,158.84,178.25,170.8
1000,157.78,158.85,178.22,170.77
1001,159.03,161.1,178.34,169.64
1002,159.91,159.93,178.15,170.53
1003,157.81,159.98,177.36,170.96
1004,155.04,161.13,176.83,171.3
1005,151.91,162.05,176.7,171.32
1006,150.45,163.77,176.71,171.17
1007,152.11,166.51,174.82,171.65
1008,151.96,168.63,174.92,172.13
1009,152.01,169.4,174.38,172.46
1010,148.82,168.8,176.34,173.18
1011,148.66,168.49,176.14,173.02
1012,150.27,167.78,176.83,172.84
1013,151.47,166.06,176.74,173.23
1014,153.38,164.61,176.75,172.81
1015,155.82,163.86,176.5,172.95
1016,155.86,163.89,176.59,172.85
1017,157.33,162.87,176.25,173.23
1018,158.3,162.14,176.31,172.85
1019,158.67,159.42,177.05,172.69
1020,157.43,158.53,177.03,172.1
1021,157.46,158.5,177.02,172.18
1022,155.99,157.76,177.28,171.48
1023,154.74,158.57,177.6,170.95
1024,154.05,159.51,177.51,171.67
1025,155.33,160.93,177.35,172.29
1026,155.27,163.8,177.2,172.44
1027,156.63,164.19,177.24,172.95
1028,156.42,164.43,177.37,173.41
1029,154.36,164.51,177.19,173.66
1030,152.9,164.93,177.25,173.17
1031,151.98,163.73,176.52,173.32
1032,152.73,162.25,176.42,173.58
1033,155.26,161.28,176.9,173.49
1034,156.34,159.71,177.13,172.5
1035,155.71,156.81,177.48,171.4
1036,154.87,153.09,177.32,171.14
1037,154.95,153.07,177.18,171.24
1038,153.93,152.71,176.81,171.39
1039,152.86,152.61,176.92,171.35
1040,152.96,154.81,177.27,171.57
1041,153.67,156.65,177.06,172.31
1042,154.71,158.88,176.6,172.96
1043,155.74,160.41,176.49,173.31
1044,154.72,161.91,176.39,173.38
1045,155.23,162.65,176.26,173.97
1046,155.47,163.12,175.99,174.17
1047,154.57,163.35,176.59,173.48
1048,154.54,161.75,176.53,173.32
1049,154.72,161.47,176.69,173.21
1050,155.65,161.23,177.47,172.74
1051,155.77,160.13,177.75,172.6
1052,154.94,157.01,177.88,172.61
1053,153.93,155.05,177.43,172.9
1054,153.6,155.64,177.15,173.04
1055,153.99,157.95,177.5,173.08
1056,154.95,158.73,177.39,172.67
1057,156.46,160.0,177.21,172.1
1058,157.02,161.41,176.76,171.82
1059,156.2,163.23,177.01,171.91
1060,154.44,163.95,176.94,172.24
1061,152.42,164.13,176.61,172.22
1062,151.5,163.96,176.35,172.31
1063,151.94,163.5,176.16,172.0
1064,152.34,162.76,176.13,172.06
1065,153.64,162.42,176.1,172.06
1066,155.42,162.39,176.36,172.2
1067,155.95,163.15,176.38,171.87
1068,156.01,164.04,176.43,172.0
1069,156.64,163.44,176.61,172.38
1070,156.66,162.37,176.59,172.4
1071,156.24,162.02,176.62,172.41
1072,155.97,162.43,176.9,172.69
1073,155.54,163.39,176.83,172.96
1074,155.34,164.45,177.02,173.25
1075,154.8,165.19,176.85,173.09
1076,154.93,165.3,176.89,173.06
1077,154.14,164.57,176.49,173.38
1078,153.52,164.14,175.93,173.47
1079,154.82,163.56,175.9,173.74
1080,157.11,162.79,175.89,174.08
1081,158.0,162.11,176.09,173.9
1082,157.83,162.04,176.32,173.46
1083,157.39,161.14,176.83,172.92
1084,157.47,162.17,176.96,172.63
1085,156.05,161.84,176.03,172.98
1086,154.16,162.78,176.24,173.07
1087,152.87,162.83,176.37,172.53
1088,152.59,163.06,176.49,172.41
1089,153.95,162.91,176.56,172.67
1090,154.37,163.67,176.51,172.53
1091,154.74,163.72,176.21,172.43
1092,155.44,163.74,176.57,171.99
1093,156.14,162.69,177.17,171.56
1094,156.43,161.77,177.32,171.38
1095,157.27,161.15,177.23,171.5
1096,157.5,160.48,176.95,171.87
1097,156.96,160.24,177.11,172.13
1098,157.08,160.0,176.71,172.46
1099,157.77,159.65,176.91,171.93
1100,157.32,158.59,176.63,171.75
1101,156.73,157.04,176.59,171.54
1102,155.79,156.26,176.25,171.64
1103,155.02,156.55,176.4,171.28
1104,154.74,157.47,176.1,171.99
1105,155.01,159.12,176.07,172.06
1106,155.39,161.26,175.84,172.04
1107,156.01,163.62,175.63,172.42
1108,156.25,164.0,175.6,172.8
1109,155.61,163.48,174.98,173.32
1110,155.5,163.09,174.88,173.52
1111,155.64,162.7,175.19,173.52
1112,155.72,161.75,175.26,173.16
1113,155.9,160.07,176.09,172.86
1114,156.12,160.11,176.46,172.61
1115,156.69,159.54,176.81,173.0
1116,156.97,159.69,176.78,173.29
1117,156.23,159.67,176.56,173.48
1118,155.96,159.76,176.72,173.05
1119,155.98,159.48,176.75,172.7
1120,156.09,159.55,176.37,172.84
1121,156.1,159.49,176.24,172.87
1122,156.62,159.6,176.18,173.09
1123,156.23,159.51,176.44,173.11
1124,156.29,159.42,176.37,172.8
1125,156.24,159.78,176.69,172.66
1126,157.14,160.93,176.83,172.06
1127,157.34,160.8,177.52,171.86
1128,156.83,160.22,177.11,171.42
1129,155.19,159.6,176.77,171.14
1130,152.99,160.29,177.01,170.69
1131,152.36,160.93,176.8,171.13
1132,152.17,161.95,176.64,171.2
1133,152.08,162.18,176.59,171.55
1134,151.63,162.76,176.78,171.75
1135,151.27,163.24,176.65,171.82
1136,151.51,163.64,177.0,171.51
1137,151.38,163.57,176.42,172.06
1138,153.28,163.8,175.88,172.65
1139,155.22,163.53,175.57,172.81
1140,155.38,162.94,175.99,173.06
1141,155.0,162.16,176.71,172.94
1142,154.24,160.88,176.49,173.2
1143,154.61,159.37,175.71,173.52
1144,155.73,157.73,175.79,173.6
1145,156.47,157.53,175.57,173.51
1146,156.8,156.37,175.98,173.02
1147,157.17,155.19,175.82,172.95
1148,157.45,155.33,175.76,172.93
1149,157.01,155.11,175.75,172.89
1150,155.99,156.09,175.49,173.2
1151,154.95,156.54,175.31,173.81
1152,154.15,157.32,175.58,173.71
1153,154.1,158.02,175.87,173.5
1154,154.98,159.58,175.45,173.71
1155,155.5,159.68,175.58,173.6
1156,155.31,159.51,175.5,173.36
1157,155.11,159.46,175.79,172.97
1158,155.05,159.31,176.49,172.45
1159,155.17,159.07,176.74,172.05
1160,155.35,159.39,176.98,171.51
1161,155.57,159.71,176.82,171.69
1162,155.41,159.3,176.83,171.53
1163,154.43,159.58,176.8,171.8
1164,153.26,160.25,176.66,171.69
1165,153.14,160.13,176.48,171.82
1166,153.21,160.06,176.14,171.85
1167,153.09,160.15,176.01,172.08
1168,152.64,160.85,176.13,171.93
1169,151.82,160.94,176.12,171.98
1170,151.32,160.69,176.11,172.23
1171,151.84,160.41,176.23,172.14
1172,152.24,160.33,176.37,172.07
1173,153.63,160.41,176.44,172.03
1174,154.79,160.76,176.77,172.22
1175,154.2,160.49,176.44,172.2
1176,153.9,159.96,176.42,172.22
1177,153.39,159.41,176.18,172.21
1178,153.68,159.5,175.94,172.32
1179,154.62,159.05,175.73,172.61
1180,155.83,159.11,175.86,172.69
1181,156.53,158.63,175.9,173.07
1182,155.91,158.08,175.62,173.2
1183,155.47,157.3,175.62,173.43
1184,154.96,156.57,175.31,173.79
1185,155.42,155.45,175.55,173.57
1186,155.17,154.75,176.04,172.98
1187,154.62,154.42,176.2,172.8
1188,153.61,154.32,176.15,172.69
1189,152.33,153.07,175.98,172.41
1190,151.38,152.65,176.07,172.4
1191,151.58,152.97,175.94,172.15
1192,152.47,154.12,176.06,172.27
1193,153.72,155.95,176.26,172.45
1194,155.38,158.97,176.87,172.41
1195,155.46,161.11,176.52,172.38
1196,154.54,161.9,176.56,172.32
1197,153.95,160.13,176.41,172.64
1198,154.35,158.45,176.49,173.17
1199,155.07,157.15,176.4,173.15
1200,155.43,157.82,176.36,173.16
1201,156.15,158.9,176.52,172.95
1202,156.33,160.01,176.59,172.78
1203,156.45,160.26,176.5,172.99
1204,155.39,159.91,176.91,172.47
1205,154.87,160.43,177.36,172.16
1206,153.95,160.46,177.59,172.03
1207,153.32,160.58,177.8,171.77
1208,152.59,160.83,177.64,171.88
1209,152.15,160.95,177.65,171.88
1210,151.9,161.88,177.59,171.79
1211,152.28,161.89,177.28,171.89
1212,152.63,161.55,177.18,171.82
1213,152.66,161.49,177.25,171.71
1214,152.84,161.45,177.72,171.84
1215,152.94,161.33,177.46,171.86
1216,152.51,160.69,177.39,171.79
1217,152.47,160.17,177.09,171.97
1218,152.69,159.98,177.04,172.04
1219,152.58,159.45,177.21,171.83
1220,153.01,159.19,177.52,171.82
1221,153.41,159.24,177.23,171.86
1222,153.9,159.48,177.04,172.0
1223,154.04,159.7,177.14,171.98
1224,154.1,159.78,177.29,171.89
1225,154.44,159.65,177.23,172.06
1226,154.42,159.65,177.22,172.0
1227,154.53,159.01,177.35,172.0
1228,154.46,159.0,177.24,172.09
1229,155.1,158.25,177.07,172.33
1230,155.13,158.23,177.07,172.35
1231,154.62,157.57,177.32,172.34
1232,154.55,157.48,177.23,172.18
1233,154.1,156.99,177.24,172.13
1234,154.1,157.08,177.06,172.23
1235,154.26,156.87,177.35,172.11
1236,154.13,156.89,177.47,172.29
1237,154.6,156.7,177.58,172.21
1238,154.64,157.07,177.45,172.4
1239,154.67,156.7,177.22,172.42
1240,154.89,156.08,177.38,172.06
1241,154.71,155.44,176.82,172.37
1242,154.95,155.29,177.12,172.32
1243,155.02,155.61,177.12,172.57
1244,155.03,155.15,177.03,172.49
1245,154.9,155.06,176.99,172.35
1246,155.14,154.66,177.02,172.35
1247,155.44,154.34,177.09,172.45
1248,155.28,154.46,177.09,172.47
1249,155.42,154.54,177.12,172.31
1250,155.34,154.6,177.19,172.18
1251,154.96,154.69,177.45,171.95
1252,155.12,155.01,177.37,172.4
1253,155.08,154.48,177.55,172.37
1254,155.39,154.13,177.57,172.41
1255,155.38,154.54,177.26,172.49
1256,155.07,155.23,177.22,172.5
1257,154.71,154.27,177.41,172.56
1258,154.99,154.19,177.4,172.63
1259,154.94,154.72,177.41,172.46
1260,154.76,154.66,177.31,172.44
1261,154.74,154.74,177.43,172.18
1262,154.33,154.77,177.45,172.14
1263,154.06,154.82,177.59,171.96
1264,153.96,155.42,177.39,172.26
1265,153.14,155.77,177.49,172.05
1266,152.52,155.39,177.29,171.91
1267,152.18,154.75,177.49,171.76
1268,151.43,155.15,177.62,171.68
1269,151.41,155.38,177.58,171.57
1270,151.37,155.33,177.53,171.64
1271,152.16,155.45,177.52,171.94
1272,152.27,155.48,177.51,172.15
1273,152.24,155.38,177.54,171.99
1274,154.39,156.11,175.08,172.59
1275,153.93,156.11,175.06,172.33
1276,151.44,156.12,177.59,171.65
1277,150.57,156.5,177.54,172.02
1278,150.68,156.94,177.46,171.87
1279,151.13,155.32,177.11,171.3
1280,148.27,150.11,177.32,171.45
1281,144.97,145.98,173.87,171.36
1282,142.75,144.16,174.65,171.07
1283,143.36,144.04,175.71,170.78
1284,145.75,151.06,173.13,167.92
1285,143.93,153.58,170.5,166.19
1286,142.58,158.21,164.95,164.82
1287,146.27,159.49,154.04,154.91
1288,145.8,159.28,140.52,136.02
1289,145.86,163.73,127.86,126.08
1290,146.74,160.99,115.54,108.61
1291,150.12,160.82,93.15,97.94
1292,150.63,158.71,65.35,72.52
1293,150.62,157.33,59.64,66.29
1294,148.27,154.7,42.56,58.11
1295,146.08,152.12,31.15,54.08
1296,145.48,151.28,38.06,62.46
1297,143.43,149.78,61.14,76.66
1298,143.11,151.63,69.91,78.64
1299,143.39,152.65,70.59,78.97
1300,145.12,150.91,63.84,71.35
1301,144.54,148.45,69.45,78.41
1302,143.13,147.69,78.61,84.84
1303,142.98,147.22,75.43,82.36
1304,146.0,154.18,36.52,73.17
1305,144.95,154.59,37.84,74.92
1306,145.09,154.4,40.23,76.57
1307,144.37,154.19,115.04,90.83
1308,143.26,153.84,78.67,86.32
1309,142.97,153.77,95.25,89.34
1310,143.04,153.76,95.34,90.07
1311,142.42,154.07,82.06,87.03
1312,141.63,153.56,62.73,82.54
1313,142.12,153.97,44.36,77.84
1314,143.8,155.13,34.46,67.15
1315,144.5,155.38,33.28,63.77
1316,142.71,148.89,54.96,61.12
1317,144.07,151.58,55.32,62.1
1318,147.42,154.38,53.03,58.13
1319,150.77,156.52,58.71,60.29
1320,155.73,160.56,65.93,60.9
1321,160.27,167.87,64.12,61.55
1322,162.14,169.96,86.99,78.99
1323,161.15,170.35,96.29,89.33
1324,160.52,168.1,113.21,110.2
1325,159.0,169.48,139.05,146.35
1326,159.92,164.99,137.07,150.4
1327,159.25,166.54,135.8,144.69
1328,157.49,165.06,138.99,153.02
1329,157.5,164.59,147.35,162.55
1330,159.54,167.39,155.42,158.43
1331,155.72,159.88,162.1,165.59
1332,156.67,158.48,163.7,173.49
1333,154.04,157.92,166.59,171.92
1334,153.02,155.79,168.58,173.86
1335,148.71,152.88,171.46,170.69
1336,149.94,155.01,168.83,171.47
1337,153.11,155.26,166.45,171.95
1338,150.54,157.54,166.39,169.39
1339,157.26,157.04,170.1,166.54
1340,154.33,151.63,169.97,168.05
1341,150.59,142.48,168.96,168.94
1342,147.47,138.95,165.3,171.07
1343,148.02,129.43,160.95,170.94
1344,143.39,93.4,150.58,161.52
1345,157.03,137.85,149.91,156.77
1346,58.58,30.35,145.67,130.93
1347,41.1,25.3,144.09,115.41
1348,33.0,23.43,117.4,97.25
1349,39.44,23.88,104.04,90.38
1350,47.94,27.31,110.84,81.4
1351,50.65,27.26,119.28,82.31
1352,51.81,27.54,82.89,75.62
1353,46.13,36.57,80.11,84.0
1354,42.66,23.61,51.59,58.07
1355,38.69,28.27,65.98,65.81
1356,34.51,24.65,74.63,73.72
1357,28.21,24.83,80.56,80.21
1358,31.2,25.81,89.79,86.13
1359,33.55,25.14,104.39,101.04
1360,37.23,26.16,106.59,101.47
1361,40.24,30.41,105.64,99.09
1362,36.42,30.42,109.86,108.76
1363,34.95,29.93,116.16,115.89
1364,35.48,29.83,129.4,121.27
1365,31.78,29.56,141.25,127.73
1366,34.35,29.54,150.35,131.49
1367,34.0,29.99,155.87,132.85
1368,33.88,31.62,163.67,136.25
1369,35.54,31.67,166.9,135.98
1370,34.77,31.67,170.28,139.76
1371,7.91,26.36,163.69,138.45
1372,31.94,30.79,165.95,139.75
1373,17.11,62.67,162.95,147.66
1374,145.79,122.83,163.21,150.78
1375,115.93,90.15,167.95,149.49
1376,109.78,105.38,168.04,131.76
1377,130.5,134.45,173.78,155.84
1378,139.97,147.69,172.94,157.55
1379,146.21,150.07,167.21,162.82
1380,136.18,143.25,173.43,163.37
1381,125.46,136.46,171.66,170.11
1382,116.14,128.52,173.1,167.55
1383,109.4,117.63,173.55,168.66
1384,107.52,116.16,176.46,167.45
1385,105.33,118.33,176.85,167.51
1386,110.72,120.51,177.11,168.39
1387,117.13,128.45,176.79,170.6
1388,127.38,140.75,176.42,172.26
1389,136.35,154.71,177.47,172.52
1390,147.68,165.88,177.68,170.45
1391,153.68,172.0,178.25,170.77
1392,154.34,178.55,178.63,169.26
1393,150.74,175.05,177.79,168.23
1394,151.31,171.68,178.95,169.85
1395,150.54,170.77,178.93,170.79
1396,155.25,172.91,178.23,171.25
1397,152.57,172.59,178.46,169.98
1398,150.28,171.7,179.05,170.09
1399,149.75,179.45,178.54,175.47
1400,149.45,177.93,177.32,175.94
1401,146.22,177.88,176.55,176.11
1402,144.35,179.61,177.0,176.18
1403,134.66,179.83,174.49,178.23
1404,135.43,176.77,174.49,179.59
1405,136.32,174.77,174.79,178.48
1406,137.31,177.65,174.13,177.54
1407,137.4,177.52,173.83,177.11
1408,142.5,175.11,176.5,179.28
1409,142.27,175.32,176.49,179.35
1410,147.1,170.82,176.59,178.55
1411,145.73,169.51,178.58,176.72
1412,140.76,166.87,177.6,176.27
1413,137.97,163.89,177.16,176.2
1414,134.44,162.16,177.09,176.8
1415,129.93,163.04,177.37,177.6
1416,132.53,162.62,173.94,175.08
1417,133.19,162.63,172.24,173.44
1418,132.6,162.19,173.07,175.26
1419,132.58,163.27,173.73,177.33
1420,135.09,164.83,174.25,178.41
1421,139.07,166.93,173.24,177.77
1422,141.55,168.82,173.67,179.74
1423,145.03,168.31,173.05,178.99
1424,147.3,166.99,173.97,179.14
1425,148.56,166.32,172.47,179.97
1426,148.53,166.6,172.38,179.8
1427,150.99,165.28,173.16,179.73
1428,149.79,164.02,173.04,178.51
1429,147.58,165.24,172.57,177.47
1430,145.98,167.55,170.98,177.63
1431,141.53,176.04,166.59,178.53
1432,149.47,177.28,161.42,174.0
1433,149.54,177.22,161.44,174.02
1434,151.01,163.65,159.94,171.22
1435,146.8,164.0,159.18,172.11
1436,147.05,163.48,159.21,172.04
1437,143.53,140.86,155.54,168.94
1438,143.34,140.61,155.73,169.08
1439,148.37,152.44,155.92,171.72
1440,150.21,154.13,158.59,173.85
1441,152.62,150.19,161.2,175.13
